country,country_code,region,income_group,year,life_expectancy
Bahrain,BHR,Middle East & North Africa,High income,2006,75.56646342
"Bahamas, The",BHS,Latin America & Caribbean,High income,2006,73.85846342
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2006,75.23143902
Belarus,BLR,Europe & Central Asia,Upper middle income,2006,69.40487805
Belize,BLZ,Latin America & Caribbean,Upper middle income,2006,69.27948781
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2006,64.11495122
Brazil,BRA,Latin America & Caribbean,Upper middle income,2006,72.13173171
Barbados,BRB,Latin America & Caribbean,High income,2006,74.19312195
Brunei Darussalam,BRN,East Asia & Pacific,High income,2006,76.42812195
Bhutan,BTN,South Asia,Lower middle income,2006,65.63790244
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2006,56.87326829
Central African Republic,CAF,Sub-Saharan Africa,Low income,2006,45.16312195
Canada,CAN,North America,High income,2006,80.29268293
Switzerland,CHE,Europe & Central Asia,High income,2006,81.4902439
Chile,CHL,Latin America & Caribbean,High income,2006,78.97917073
China,CHN,East Asia & Pacific,Upper middle income,2006,74.07170732
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2006,52.1502439
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2006,54.36782927
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2006,54.64782927
Colombia,COL,Latin America & Caribbean,Upper middle income,2006,72.49143902
Comoros,COM,Sub-Saharan Africa,Low income,2006,60.38831707
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2006,71.83568293
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2006,78.20780488
Cuba,CUB,Latin America & Caribbean,Upper middle income,2006,78.20595122
Cyprus,CYP,Europe & Central Asia,High income,2006,78.72287805
Czech Republic,CZE,Europe & Central Asia,High income,2006,76.52439024
Germany,DEU,Europe & Central Asia,High income,2006,79.13170732
Djibouti,DJI,Middle East & North Africa,Lower middle income,2006,58.37668293
Dominica,DMA,Latin America & Caribbean,Upper middle income,2006,
Denmark,DNK,Europe & Central Asia,High income,2006,78.09512195
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2006,71.91682927
Algeria,DZA,Middle East & North Africa,Upper middle income,2006,72.55770732
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2006,74.32021951
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2006,69.60319512
Eritrea,ERI,Sub-Saharan Africa,Low income,2006,59.11656098
Spain,ESP,Europe & Central Asia,High income,2006,80.82195122
Estonia,EST,Europe & Central Asia,High income,2006,72.69146342
Ethiopia,ETH,Sub-Saharan Africa,Low income,2006,57.32492683
Finland,FIN,Europe & Central Asia,High income,2006,79.21463415
Fiji,FJI,East Asia & Pacific,Upper middle income,2006,68.6665122
France,FRA,Europe & Central Asia,High income,2006,80.81219512
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2006,68.07419512
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2006,59.88707317
United Kingdom,GBR,Europe & Central Asia,High income,2006,79.24878049
Georgia,GEO,Europe & Central Asia,Lower middle income,2006,73.21214634
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2006,59.18421951
Guinea,GIN,Sub-Saharan Africa,Low income,2006,53.2547561
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2006,58.25082927
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2006,52.58253659
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2006,54.07658537
Greece,GRC,Europe & Central Asia,High income,2006,79.43902439
Grenada,GRD,Latin America & Caribbean,Upper middle income,2006,71.60590244
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2006,69.88790244
Guyana,GUY,Latin America & Caribbean,Upper middle income,2006,65.68487805
Honduras,HND,Latin America & Caribbean,Lower middle income,2006,71.67246342
Croatia,HRV,Europe & Central Asia,Upper middle income,2006,75.83682927
Haiti,HTI,Latin America & Caribbean,Low income,2006,59.56741463
Hungary,HUN,Europe & Central Asia,High income,2006,73.09756098
Indonesia,IDN,East Asia & Pacific,Lower middle income,2006,67.36748781
India,IND,South Asia,Lower middle income,2006,64.90809756
Ireland,IRL,Europe & Central Asia,High income,2006,79.24146342
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2006,72.28812195
Iraq,IRQ,Middle East & North Africa,Upper middle income,2006,68.2565122
Iceland,ISL,Europe & Central Asia,High income,2006,81.15853659
Israel,ISR,Middle East & North Africa,High income,2006,80.55365854
Italy,ITA,Europe & Central Asia,High income,2006,81.28292683
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2006,73.71560976
Jordan,JOR,Middle East & North Africa,Lower middle income,2006,72.80104878
Japan,JPN,East Asia & Pacific,High income,2006,82.32195122
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2006,66.16097561
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2006,54.59109756
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2006,67.69512195
Cambodia,KHM,East Asia & Pacific,Lower middle income,2006,63.79558537
Kiribati,KIR,East Asia & Pacific,Lower middle income,2006,64.88534146
Kuwait,KWT,Middle East & North Africa,High income,2006,73.72626829
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2006,62.28863415
Lebanon,LBN,Middle East & North Africa,Upper middle income,2006,77.24670732
Liberia,LBR,Sub-Saharan Africa,Low income,2006,56.14187805
Libya,LBY,Middle East & North Africa,Upper middle income,2006,71.63104878
Sri Lanka,LKA,South Asia,Lower middle income,2006,74.12453659
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2006,44.14834146
Lithuania,LTU,Europe & Central Asia,High income,2006,71.05609756
Luxembourg,LUX,Europe & Central Asia,High income,2006,79.28780488
Latvia,LVA,Europe & Central Asia,High income,2006,70.86585366
Morocco,MAR,Middle East & North Africa,Lower middle income,2006,70.85243902
Monaco,MCO,Europe & Central Asia,High income,2006,
Madagascar,MDG,Sub-Saharan Africa,Low income,2006,61.62436585
Maldives,MDV,South Asia,Upper middle income,2006,74.92685366
Mexico,MEX,Latin America & Caribbean,Upper middle income,2006,75.43878049
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2006,
Mali,MLI,Sub-Saharan Africa,Low income,2006,53.44680488
Malta,MLT,Middle East & North Africa,High income,2006,79.43902439
Myanmar,MMR,East Asia & Pacific,Lower middle income,2006,63.8242439
Montenegro,MNE,Europe & Central Asia,Upper middle income,2006,73.7855122
Mongolia,MNG,East Asia & Pacific,Lower middle income,2006,65.60609756
Mozambique,MOZ,Sub-Saharan Africa,Low income,2006,51.11526829
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2006,60.8837561
Malawi,MWI,Sub-Saharan Africa,Low income,2006,49.81697561
Malaysia,MYS,East Asia & Pacific,Upper middle income,2006,73.71143902
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2006,57.32487805
Niger,NER,Sub-Saharan Africa,Low income,2006,54.65456098
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2006,49.23614634
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2006,72.21302439
Netherlands,NLD,Europe & Central Asia,High income,2006,79.69756098
Norway,NOR,Europe & Central Asia,High income,2006,80.34390244
Nepal,NPL,South Asia,Low income,2006,66.03607317
Nauru,NRU,East Asia & Pacific,Upper middle income,2006,
New Zealand,NZL,East Asia & Pacific,High income,2006,80.04878049
Oman,OMN,Middle East & North Africa,High income,2006,74.77480488
Pakistan,PAK,South Asia,Lower middle income,2006,64.09939024
Panama,PAN,Latin America & Caribbean,Upper middle income,2006,76.141
Peru,PER,Latin America & Caribbean,Upper middle income,2006,72.74343902
Philippines,PHL,East Asia & Pacific,Lower middle income,2006,67.3747561
Palau,PLW,East Asia & Pacific,High income,2006,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2006,60.99553659
Poland,POL,Europe & Central Asia,High income,2006,75.14390244
Portugal,PRT,Europe & Central Asia,High income,2006,78.4195122
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2006,71.49185366
Qatar,QAT,Middle East & North Africa,High income,2006,77.14560976
Romania,ROU,Europe & Central Asia,Upper middle income,2006,72.16341463
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2006,66.72756098
Rwanda,RWA,Sub-Saharan Africa,Low income,2006,56.38665854
Saudi Arabia,SAU,Middle East & North Africa,High income,2006,73.25817073
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2006,60.2622439
Senegal,SEN,Sub-Saharan Africa,Low income,2006,61.05407317
Singapore,SGP,East Asia & Pacific,High income,2006,80.14146342
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2006,65.93460976
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2006,44.54807317
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2006,70.47917073
San Marino,SMR,Europe & Central Asia,High income,2006,82.18048781
Somalia,SOM,Sub-Saharan Africa,Low income,2006,52.68278049
Serbia,SRB,Europe & Central Asia,Upper middle income,2006,73.38536585
South Sudan,SSD,Sub-Saharan Africa,Low income,2006,51.61329268
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2006,64.89246342
Suriname,SUR,Latin America & Caribbean,Upper middle income,2006,69.15673171
Slovenia,SVN,Europe & Central Asia,High income,2006,78.08658537
Sweden,SWE,Europe & Central Asia,High income,2006,80.74878049
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,2006,46.24136585
Seychelles,SYC,Sub-Saharan Africa,High income,2006,72.21707317
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2006,74.43241463
Chad,TCD,Sub-Saharan Africa,Low income,2006,48.23002439
Togo,TGO,Sub-Saharan Africa,Low income,2006,54.9307561
Thailand,THA,East Asia & Pacific,Upper middle income,2006,72.52573171
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2006,66.66180488
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2006,64.53180488
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2006,65.04785366
Tonga,TON,East Asia & Pacific,Upper middle income,2006,71.59370732
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2006,69.10834146
Tunisia,TUN,Middle East & North Africa,Lower middle income,2006,74.43395122
Turkey,TUR,Europe & Central Asia,Upper middle income,2006,72.82858537
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2006,
Uganda,UGA,Sub-Saharan Africa,Low income,2006,52.75704878
Ukraine,UKR,Europe & Central Asia,Lower middle income,2006,68.07756098
United States,USA,North America,High income,2006,77.68780488
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2006,67.43514634
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2006,73.30104878
Vietnam,VNM,East Asia & Pacific,Lower middle income,2006,74.31236585
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2006,69.6367561
Samoa,WSM,East Asia & Pacific,Upper middle income,2006,71.27865854
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,2006,61.71717073
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2006,51.61370732
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2006,50.96660976
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2006,42.81070732
Afghanistan,AFG,South Asia,Low income,2007,57.83382927
Angola,AGO,Sub-Saharan Africa,Lower middle income,2007,49.43573171
Albania,ALB,Europe & Central Asia,Upper middle income,2007,76.47029268
United Arab Emirates,ARE,Middle East & North Africa,High income,2007,76.11117073
Argentina,ARG,Latin America & Caribbean,Upper middle income,2007,75.00904878
Armenia,ARM,Europe & Central Asia,Lower middle income,2007,73.76465854
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2007,74.80321951
Australia,AUS,East Asia & Pacific,High income,2007,81.29268293
Austria,AUT,Europe & Central Asia,High income,2007,80.18048781
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2007,69.7565122
Burundi,BDI,Sub-Saharan Africa,Low income,2007,53.45607317
Belgium,BEL,Europe & Central Asia,High income,2007,79.78292683
Benin,BEN,Sub-Saharan Africa,Low income,2007,57.86739024
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2007,55.18880488
Bangladesh,BGD,South Asia,Lower middle income,2007,68.85997561
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2007,72.66341463
Bahrain,BHR,Middle East & North Africa,High income,2007,75.7077561
"Bahamas, The",BHS,Latin America & Caribbean,High income,2007,74.05946342
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2007,75.37148781
Belarus,BLR,Europe & Central Asia,Upper middle income,2007,70.20731707
Belize,BLZ,Latin America & Caribbean,Upper middle income,2007,69.452
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2007,64.69412195
Brazil,BRA,Latin America & Caribbean,Upper middle income,2007,72.41482927
Barbados,BRB,Latin America & Caribbean,High income,2007,74.35641463
Brunei Darussalam,BRN,East Asia & Pacific,High income,2007,76.67556098
Bhutan,BTN,South Asia,Lower middle income,2007,66.29309756
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2007,59.07456098
Central African Republic,CAF,Sub-Saharan Africa,Low income,2007,45.68739024
Canada,CAN,North America,High income,2007,80.54390244
Switzerland,CHE,Europe & Central Asia,High income,2007,81.74146342
Chile,CHL,Latin America & Caribbean,High income,2007,79.31353659
China,CHN,East Asia & Pacific,Upper middle income,2007,74.34043902
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2007,52.47914634
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2007,55.06441463
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2007,55.80131707
Colombia,COL,Latin America & Caribbean,Upper middle income,2007,72.7055122
Comoros,COM,Sub-Saharan Africa,Low income,2007,60.71234146
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2007,72.09936585
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2007,78.33031707
Cuba,CUB,Latin America & Caribbean,Upper middle income,2007,78.44919512
Cyprus,CYP,Europe & Central Asia,High income,2007,78.8685122
Czech Republic,CZE,Europe & Central Asia,High income,2007,76.72439024
Germany,DEU,Europe & Central Asia,High income,2007,79.53414634
Djibouti,DJI,Middle East & North Africa,Lower middle income,2007,58.82934146
Dominica,DMA,Latin America & Caribbean,Upper middle income,2007,
Denmark,DNK,Europe & Central Asia,High income,2007,78.19512195
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2007,72.13131707
Algeria,DZA,Middle East & North Africa,Upper middle income,2007,72.89836585
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2007,74.49502439
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2007,69.78229268
Eritrea,ERI,Sub-Saharan Africa,Low income,2007,59.66941463
Spain,ESP,Europe & Central Asia,High income,2007,80.87317073
Estonia,EST,Europe & Central Asia,High income,2007,72.81463415
Ethiopia,ETH,Sub-Saharan Africa,Low income,2007,58.408
Finland,FIN,Europe & Central Asia,High income,2007,79.26341463
Fiji,FJI,East Asia & Pacific,Upper middle income,2007,68.84341463
France,FRA,Europe & Central Asia,High income,2007,81.11219512
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2007,68.22048781
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2007,60.39278049
United Kingdom,GBR,Europe & Central Asia,High income,2007,79.44878049
Georgia,GEO,Europe & Central Asia,Lower middle income,2007,73.42102439
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2007,59.63585366
Guinea,GIN,Sub-Saharan Africa,Low income,2007,53.99948781
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2007,58.56943902
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2007,52.85546342
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2007,54.51631707
Greece,GRC,Europe & Central Asia,High income,2007,79.43902439
Grenada,GRD,Latin America & Caribbean,Upper middle income,2007,71.8447561
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2007,70.11078049
Guyana,GUY,Latin America & Caribbean,Upper middle income,2007,65.7797561
Honduras,HND,Latin America & Caribbean,Lower middle income,2007,71.85873171
Croatia,HRV,Europe & Central Asia,Upper middle income,2007,75.70560976
Haiti,HTI,Latin America & Caribbean,Low income,2007,59.97739024
Hungary,HUN,Europe & Central Asia,High income,2007,73.15121951
Indonesia,IDN,East Asia & Pacific,Lower middle income,2007,67.56773171
India,IND,South Asia,Lower middle income,2007,65.30043902
Ireland,IRL,Europe & Central Asia,High income,2007,79.64146342
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2007,72.67419512
Iraq,IRQ,Middle East & North Africa,Upper middle income,2007,68.19902439
Iceland,ISL,Europe & Central Asia,High income,2007,81.45365854
Israel,ISR,Middle East & North Africa,High income,2007,80.50487805
Italy,ITA,Europe & Central Asia,High income,2007,81.43414634
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2007,74.00929268
Jordan,JOR,Middle East & North Africa,Lower middle income,2007,72.96117073
